N사_플레이스 저장 체크,그룹,검색어,매칭값,플레이스명,메모,등록일,09-09,09-05,09-02,08-29,08-26,08-22,08-19,08-15,08-12,08-08,08-05,08-01,07-29,07-25,07-22,07-18,07-15,07-08,07-01,06-24,06-17,06-10,06-07,,,,,,,,,,,,,,,,,,,,,
-----,기본,성수카페,https://m.place.naver.com/restaurant/1966521856/home?entry=pll,라프레플루트,,2024-06-07 15:48:49,"134,000+","134,000+","134,000+","133,000+","133,000+","132,000+","132,000+","131,000+","130,000+","130,000+","129,000+","128,000+","128,000+","127,000+","126,000+","125,000+","124,000+","121,000+","119,000+","112,000+","112,000+","111,000+","111,000+",,,,,,,,,,,,,,,,,,,,,
,,,,,,,블 858개,블 853개,블 852개,블 848개,블 847개,블 843개,블 840개,블 834개,블 829개,블 824개,블 824개,블 816개,블 813개,블 813개,블 809개,블 799개,블 791개,블 775개,블 764개,블 751개,블 743개,블 736개,블 734개,,,,,,,,,,,,,,,,,,,,,
,,,,,,,방 909개,방 906개,방 902개,방 900개,방 899개,방 896개,방 895개,방 891개,방 888개,방 887개,방 885개,방 881개,방 879개,방 874개,방 874개,방 868개,방 868개,방 871개,방 863개,방 855개,방 848개,방 841개,방 836개,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N사_플레이스 저장 체크,그룹,검색어,매칭값,플레이스명,메모,등록일,09-09,09-05,09-02,08-29,08-26,08-22,08-19,08-15,08-12,08-08,08-05,08-01,07-29,07-25,07-22,07-18,07-15,07-08,07-01,06-24,06-17,06-10,06-07,,,,,,,,,,,,,,,,,,,,,
-----,기본,성수카페,https://m.place.naver.com/restaurant/1780640722/home?entry=pll,페로몬,,2024-06-07 15:48:37,"33,000+","33,000+","33,000+","33,000+","32,000+","32,000+","32,000+","32,000+","32,000+","31,000+","31,000+","31,000+","31,000+","31,000+","31,000+","31,000+","30,000+","30,000+","30,000+","29,000+","29,000+","29,000+","29,000+",,,,,,,,,,,,,,,,,,,,,
,,,,,,,블 227개,블 226개,블 224개,블 223개,블 222개,블 223개,블 222개,블 219개,블 216개,블 216개,블 215개,블 213개,블 211개,블 210개,블 208개,블 207개,블 203개,블 200개,블 199개,블 192개,블 192개,블 186개,블 185개,,,,,,,,,,,,,,,,,,,,,
,,,,,,,방 340개,방 332개,방 333개,방 326개,방 321개,방 315개,방 310개,방 304개,방 302개,방 296개,방 295개,방 287개,방 283개,방 277개,방 275개,방 269개,방 263개,방 250개,방 243개,방 229개,방 213개,방 207개,방 192개,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N사_플레이스 저장 체크,그룹,검색어,매칭값,플레이스명,메모,등록일,09-09,09-05,09-02,08-29,08-26,08-22,08-19,08-15,08-12,08-08,08-05,08-01,07-29,07-25,07-22,07-18,07-15,07-08,07-01,06-24,06-21,06-17,06-10,06-07,,,,,,,,,,,,,,,,,,,,
-----,기본,성수카페,https://m.place.naver.com/restaurant/1071830988/home?entry=pll,천상가옥,,2024-06-07 15:48:27,"41,000+","40,000+","40,000+","40,000+","40,000+","40,000+","40,000+","39,000+","39,000+","39,000+","39,000+","39,000+","38,000+","38,000+","38,000+","38,000+","37,000+","37,000+","36,000+","35,000+","35,000+","35,000+","35,000+","35,000+",,,,,,,,,,,,,,,,,,,,
,,,,,,,"블 1,219개","블 1,212개","블 1,211개","블 1,207개","블 1,210개","블 1,208개","블 1,208개","블 1,207개","블 1,202개","블 1,196개","블 1,192개","블 1,188개","블 1,187개","블 1,184개","블 1,181개","블 1,177개","블 1,174개","블 1,163개","블 1,153개","블 1,143개","블 1,142개","블 1,141개","블 1,133개","블 1,134개",,,,,,,,,,,,,,,,,,,,
,,,,,,,"방 2,352개","방 2,344개","방 2,341개","방 2,326개","방 2,323개","방 2,315개","방 2,310개","방 2,306개","방 2,297개","방 2,287개","방 2,283개","방 2,280개","방 2,277개","방 2,272개","방 2,269개","방 2,260개","방 2,257개","방 2,239개","방 2,222개","방 2,198개","방 2,190개","방 2,181개","방 2,168개","방 2,161개",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N사_플레이스 저장 체크,그룹,검색어,매칭값,플레이스명,메모,등록일,09-09,09-05,09-02,08-29,08-26,08-22,08-19,08-15,08-12,08-08,08-05,08-01,07-29,07-25,07-22,07-18,07-15,07-08,07-01,06-24,06-17,06-10,06-07,,,,,,,,,,,,,,,,,,,,,
-----,기본,성수맛집,https://m.place.naver.com/restaurant/1797520528/home?entry=pll,이오로비스트로 성수점,,2024-06-07 15:48:14,"93,000+","93,000+","93,000+","92,000+","92,000+","92,000+","92,000+","92,000+","91,000+","90,000+","88,000+","87,000+","87,000+","87,000+","87,000+","86,000+","86,000+","83,000+","83,000+","80,000+","80,000+","80,000+","80,000+",,,,,,,,,,,,,,,,,,,,,
,,,,,,,"블 2,399개","블 2,393개","블 2,393개","블 2,392개","블 2,398개","블 2,397개","블 2,397개","블 2,395개","블 2,393개","블 2,398개","블 2,393개","블 2,390개","블 2,387개","블 2,382개","블 2,379개","블 2,373개","블 2,368개","블 2,368개","블 2,350개","블 2,345개","블 2,341개","블 2,329개","블 2,327개",,,,,,,,,,,,,,,,,,,,,
,,,,,,,"방 2,318개","방 2,318개","방 2,318개","방 2,314개","방 2,313개","방 2,312개","방 2,309개","방 2,302개","방 2,299개","방 2,298개","방 2,294개","방 2,293개","방 2,292개","방 2,285개","방 2,284개","방 2,281개","방 2,279개","방 2,272개","방 2,267개","방 2,262개","방 2,254개","방 2,249개","방 2,247개",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N사_플레이스 저장 체크,그룹,검색어,매칭값,플레이스명,메모,등록일,09-09,09-05,09-02,08-29,08-26,08-22,08-19,08-15,08-12,08-08,08-05,08-01,07-29,07-25,07-22,07-18,07-15,07-08,07-01,06-24,06-17,06-10,06-07,,,,,,,,,,,,,,,,,,,,,
-----,기본,성수맛집,https://m.place.naver.com/restaurant/1708120554/home?entry=pll,소바식당,,2024-06-07 15:48:05,"119,000+","119,000+","119,000+","119,000+","119,000+","119,000+","118,000+","118,000+","118,000+","118,000+","118,000+","117,000+","117,000+","117,000+","117,000+","116,000+","116,000+","115,000+","115,000+","113,000+","113,000+","113,000+","112,000+",,,,,,,,,,,,,,,,,,,,,
,,,,,,,"블 2,526개","블 2,524개","블 2,522개","블 2,523개","블 2,526개","블 2,525개","블 2,528개","블 2,527개","블 2,523개","블 2,517개","블 2,514개","블 2,511개","블 2,510개","블 2,510개","블 2,508개","블 2,506개","블 2,505개","블 2,489개","블 2,475개","블 2,462개","블 2,450개","블 2,448개","블 2,447개",,,,,,,,,,,,,,,,,,,,,
,,,,,,,"방 1,038개","방 1,037개","방 1,037개","방 1,036개","방 1,036개","방 1,034개","방 1,035개","방 1,034개","방 1,034개","방 1,033개","방 1,032개","방 1,030개","방 1,030개","방 1,030개","방 1,030개","방 1,030개","방 1,029개","방 1,026개","방 1,023개","방 1,017개","방 1,016개","방 1,014개","방 1,013개",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N사_플레이스 저장 체크,그룹,검색어,매칭값,플레이스명,메모,등록일,09-09,09-05,09-02,08-29,08-26,08-22,08-19,08-15,08-12,08-08,08-05,08-01,07-29,07-25,07-22,07-18,07-15,07-08,07-01,06-24,06-17,06-10,06-07,,,,,,,,,,,,,,,,,,,,,
-----,기본,성수맛집,https://m.place.naver.com/restaurant/1342697539/home?entry=pll,오뜨로 성수,,2024-06-07 15:47:53,"48,000+","47,000+","46,000+","45,000+","45,000+","44,000+","44,000+","43,000+","43,000+","43,000+","43,000+","43,000+","43,000+","43,000+","43,000+","42,000+","42,000+","42,000+","42,000+","42,000+","42,000+","42,000+","41,000+",,,,,,,,,,,,,,,,,,,,,
,,,,,,,"블 5,970개","블 5,971개","블 5,973개","블 5,972개","블 5,974개","블 5,971개","블 5,972개","블 5,971개","블 5,972개","블 5,972개","블 5,973개","블 5,965개","블 5,953개","블 5,932개","블 5,906개","블 5,885개","블 5,887개","블 5,891개","블 5,773개","블 5,766개","블 5,754개","블 5,737개","블 5,738개",,,,,,,,,,,,,,,,,,,,,
,,,,,,,"방 3,036개","방 3,025개","방 3,019개","방 3,014개","방 3,009개","방 3,001개","방 2,996개","방 2,983개","방 2,981개","방 2,974개","방 2,971개","방 2,962개","방 2,954개","방 2,945개","방 2,940개","방 2,927개","방 2,922개","방 2,906개","방 2,884개","방 2,836개","방 2,804개","방 2,764개","방 2,746개",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N사_플레이스 저장 체크,그룹,검색어,매칭값,플레이스명,메모,등록일,09-09,09-05,09-02,08-29,08-26,08-22,08-19,08-15,08-12,08-08,08-05,08-01,07-29,07-25,07-22,07-18,07-15,07-08,07-01,06-24,06-17,06-10,06-07,,,,,,,,,,,,,,,,,,,,,
-----,기본,성수맛집,https://m.place.naver.com/restaurant/1172915589/home?entry=pll,제스티살룬 성수,,2024-06-07 15:47:45,"195,000+","195,000+","194,000+","194,000+","194,000+","193,000+","193,000+","193,000+","192,000+","192,000+","192,000+","191,000+","191,000+","191,000+","190,000+","190,000+","190,000+","189,000+","189,000+","187,000+","187,000+","187,000+","187,000+",,,,,,,,,,,,,,,,,,,,,
,,,,,,,"블 4,505개","블 4,496개","블 4,489개","블 4,483개","블 4,484개","블 4,480개","블 4,472개","블 4,467개","블 4,461개","블 4,458개","블 4,456개","블 4,456개","블 4,455개","블 4,452개","블 4,447개","블 4,436개","블 4,423개","블 4,411개","블 4,387개","블 4,379개","블 4,376개","블 4,355개","블 4,351개",,,,,,,,,,,,,,,,,,,,,
,,,,,,,"방 6,159개","방 6,151개","방 6,148개","방 6,144개","방 6,141개","방 6,135개","방 6,132개","방 6,128개","방 6,124개","방 6,117개","방 6,113개","방 6,107개","방 6,107개","방 6,102개","방 6,101개","방 6,095개","방 6,090개","방 6,087개","방 6,080개","방 6,064개","방 6,046개","방 6,039개","방 6,033개",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N사_플레이스 저장 체크,그룹,검색어,매칭값,플레이스명,메모,등록일,09-09,09-05,09-02,08-29,08-26,08-22,08-19,08-15,08-12,08-08,08-05,08-01,07-29,07-25,07-22,07-18,07-15,07-08,07-01,06-24,06-17,06-10,06-07,,,,,,,,,,,,,,,,,,,,,
-----,기본,성수맛집,https://m.place.naver.com/restaurant/203304459/home?entry=pll,버섯집,,2024-06-07 15:47:34,"56,000+","56,000+","56,000+","56,000+","55,000+","55,000+","55,000+","55,000+","54,000+","54,000+","54,000+","54,000+","54,000+","53,000+","53,000+","53,000+","53,000+","52,000+","52,000+","50,000+","50,000+","50,000+","50,000+",,,,,,,,,,,,,,,,,,,,,
,,,,,,,블 906개,블 903개,블 899개,블 894개,블 890개,블 885개,블 883개,블 881개,블 878개,블 873개,블 871개,블 870개,블 868개,블 861개,블 856개,블 849개,블 843개,블 833개,블 828개,블 819개,블 815개,블 806개,블 806개,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"방 1,252개","방 1,251개","방 1,251개","방 1,250개","방 1,250개","방 1,250개","방 1,249개","방 1,246개","방 1,244개","방 1,244개","방 1,244개","방 1,244개","방 1,244개","방 1,243개","방 1,243개","방 1,243개","방 1,243개","방 1,241개","방 1,239개","방 1,236개","방 1,235개","방 1,234개","방 1,234개",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N사_플레이스 저장 체크,그룹,검색어,매칭값,플레이스명,메모,등록일,09-09,09-05,09-02,08-29,08-26,08-22,08-19,08-15,08-12,08-08,08-05,08-01,07-29,07-25,07-22,07-18,07-15,07-08,07-01,06-24,06-17,06-10,06-03,05-27,,,,,,,,,,,,,,,,,,,,
-----,기본,신용산역맛집,https://m.place.naver.com/restaurant/1729777654/home?entry=pll,피자페이스오프 신용산점,,2024-05-27 16:49:21,"17,000+","16,000+","15,000+","14,000+","12,000+","11,000+","11,000+","11,000+","11,000+","10,000+","10,000+","10,000+","10,000+","10,000+","10,000+","9,000+","9,000+","8,000+","8,000+","5,000+","5,000+","5,000+","4,000+","3,000+",,,,,,,,,,,,,,,,,,,,
,,,,,,,블 801개,블 795개,블 794개,블 793개,블 786개,블 781개,블 779개,블 777개,블 775개,블 773개,블 771개,블 765개,블 761개,블 756개,블 750개,블 746개,블 744개,블 744개,블 728개,블 716개,블 712개,블 675개,블 606개,블 539개,,,,,,,,,,,,,,,,,,,,
,,,,,,,"방 1,586개","방 1,552개","방 1,538개","방 1,506개","방 1,496개","방 1,470개","방 1,458개","방 1,427개","방 1,412개","방 1,377개","방 1,370개","방 1,344개","방 1,325개","방 1,296개","방 1,279개","방 1,229개","방 1,203개","방 1,117개","방 1,024개",방 952개,방 876개,방 781개,방 691개,방 611개,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N사_플레이스 저장 체크,그룹,검색어,매칭값,플레이스명,메모,등록일,09-09,09-05,09-02,08-29,08-26,08-22,08-19,08-15,08-12,08-08,08-05,08-01,07-29,07-25,07-22,07-18,07-15,07-08,07-01,06-24,06-17,06-10,06-03,05-27,,,,,,,,,,,,,,,,,,,,
-----,기본,신용산역맛집,https://m.place.naver.com/restaurant/1672696026/home?entry=pll,차알 브라운,,2024-05-27 16:49:10,"18,000+","18,000+","18,000+","18,000+","18,000+","18,000+","18,000+","18,000+","18,000+","18,000+","18,000+","18,000+","18,000+","18,000+","18,000+","18,000+","18,000+","17,000+","17,000+","16,000+","16,000+","16,000+","15,000+","15,000+",,,,,,,,,,,,,,,,,,,,
,,,,,,,"블 1,760개","블 1,758개","블 1,761개","블 1,760개","블 1,761개","블 1,763개","블 1,764개","블 1,764개","블 1,762개","블 1,763개","블 1,764개","블 1,763개","블 1,763개","블 1,764개","블 1,762개","블 1,760개","블 1,759개","블 1,758개","블 1,752개","블 1,747개","블 1,688개","블 1,616개","블 1,568개","블 1,531개",,,,,,,,,,,,,,,,,,,,
,,,,,,,"방 1,062개","방 1,052개","방 1,048개","방 1,042개","방 1,040개","방 1,033개","방 1,031개","방 1,024개","방 1,020개","방 1,006개",방 998개,방 983개,방 973개,방 967개,방 961개,방 942개,방 934개,방 915개,방 902개,방 888개,방 865개,방 853개,방 841개,방 824개,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N사_플레이스 저장 체크,그룹,검색어,매칭값,플레이스명,메모,등록일,09-09,09-05,09-02,08-29,08-26,08-22,08-19,08-15,08-12,08-08,08-05,08-01,07-29,07-25,07-22,07-18,07-15,07-08,07-01,06-24,06-17,06-10,06-03,05-27,,,,,,,,,,,,,,,,,,,,
-----,기본,신용산역맛집,https://m.place.naver.com/restaurant/1330105346/home?entry=pll,양인환대,,2024-05-27 16:48:56,"74,000+","73,000+","71,000+","70,000+","70,000+","69,000+","68,000+","67,000+","67,000+","66,000+","65,000+","64,000+","64,000+","63,000+","63,000+","63,000+","63,000+","63,000+","63,000+","61,000+","61,000+","61,000+","60,000+","60,000+",,,,,,,,,,,,,,,,,,,,
,,,,,,,"블 1,336개","블 1,335개","블 1,335개","블 1,335개","블 1,335개","블 1,336개","블 1,335개","블 1,329개","블 1,328개","블 1,325개","블 1,322개","블 1,322개","블 1,321개","블 1,320개","블 1,318개","블 1,317개","블 1,317개","블 1,309개","블 1,274개","블 1,233개","블 1,187개","블 1,131개","블 1,065개","블 1,008개",,,,,,,,,,,,,,,,,,,,
,,,,,,,방 512개,방 512개,방 512개,방 512개,방 512개,방 512개,방 512개,방 512개,방 513개,방 513개,방 513개,방 512개,방 511개,방 509개,방 508개,방 507개,방 507개,방 505개,방 504개,방 504개,방 504개,방 507개,방 505개,방 504개,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N사_플레이스 저장 체크,그룹,검색어,매칭값,플레이스명,메모,등록일,09-09,09-05,09-02,08-29,08-26,08-22,08-19,08-15,08-12,08-08,08-05,08-01,07-29,07-25,07-22,07-18,07-15,07-08,07-01,06-24,06-17,06-10,06-03,05-27,,,,,,,,,,,,,,,,,,,,
-----,기본,신용산역맛집,https://m.place.naver.com/restaurant/1259072075/home?entry=pll,카츠신보 신용산,,2024-05-27 16:48:43,"33,000+","32,000+","31,000+","31,000+","31,000+","31,000+","31,000+","31,000+","30,000+","29,000+","28,000+","27,000+","27,000+","27,000+","27,000+","27,000+","27,000+","27,000+","27,000+","26,000+","26,000+","25,000+","24,000+","23,000+",,,,,,,,,,,,,,,,,,,,
,,,,,,,"블 2,071개","블 2,071개","블 2,077개","블 2,077개","블 2,085개","블 2,118개","블 2,127개","블 2,127개","블 2,188개","블 2,200개","블 2,202개","블 2,199개","블 2,197개","블 2,198개","블 2,199개","블 2,173개","블 2,147개","블 2,134개","블 2,101개","블 2,085개","블 2,069개","블 2,062개","블 2,055개","블 2,048개",,,,,,,,,,,,,,,,,,,,
,,,,,,,방 739개,방 738개,방 732개,방 726개,방 722개,방 721개,방 715개,방 711개,방 710개,방 708개,방 704개,방 702개,방 696개,방 692개,방 685개,방 680개,방 675개,방 673개,방 666개,방 661개,방 649개,방 641개,방 631개,방 623개,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N사_플레이스 저장 체크,그룹,검색어,매칭값,플레이스명,메모,등록일,09-09,09-05,09-02,08-29,08-26,08-22,08-19,08-15,08-12,08-08,08-05,08-01,07-29,07-25,07-22,07-18,07-15,07-08,07-01,06-24,06-17,06-10,06-03,05-27,,,,,,,,,,,,,,,,,,,,
-----,기본,신용산맛집,https://m.place.naver.com/restaurant/1815795054/home?entry=pll,오준이네감자탕 신용산점,,2024-05-27 16:48:07,"21,000+","21,000+","21,000+","21,000+","21,000+","21,000+","21,000+","20,000+","20,000+","20,000+","20,000+","20,000+","20,000+","20,000+","19,000+","19,000+","19,000+","19,000+","19,000+","18,000+","18,000+","18,000+","18,000+","17,000+",,,,,,,,,,,,,,,,,,,,
,,,,,,,"블 1,108개","블 1,101개","블 1,097개","블 1,094개","블 1,087개","블 1,084개","블 1,078개","블 1,072개","블 1,072개","블 1,064개","블 1,061개","블 1,056개","블 1,052개","블 1,049개","블 1,048개","블 1,042개","블 1,040개","블 1,026개","블 1,011개","블 1,000개",블 996개,블 988개,블 981개,블 977개,,,,,,,,,,,,,,,,,,,,
,,,,,,,방 708개,방 697개,방 691개,방 674개,방 673개,방 667개,방 661개,방 644개,방 634개,방 625개,방 620개,방 612개,방 602개,방 592개,방 585개,방 570개,방 560개,방 540개,방 528개,방 510개,방 490개,방 472개,방 443개,방 414개,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N사_플레이스 저장 체크,그룹,검색어,매칭값,플레이스명,메모,등록일,09-09,09-05,09-02,08-29,08-26,08-22,08-19,08-15,08-12,08-08,08-05,08-01,07-29,07-25,07-22,07-18,07-15,07-08,07-01,06-24,06-17,06-10,06-03,05-27,,,,,,,,,,,,,,,,,,,,
-----,기본,신용산맛집,https://m.place.naver.com/restaurant/1388735565/home?entry=pll,을지로골목집 신용산점,,2024-05-27 16:47:55,"18,000+","18,000+","18,000+","17,000+","17,000+","16,000+","15,000+","14,000+","14,000+","14,000+","14,000+","14,000+","14,000+","14,000+","13,000+","13,000+","13,000+","13,000+","13,000+","13,000+","13,000+","13,000+","13,000+","13,000+",,,,,,,,,,,,,,,,,,,,
,,,,,,,"블 1,016개","블 1,014개","블 1,017개","블 1,016개","블 1,011개","블 1,001개",블 999개,블 993개,블 996개,블 991개,블 992개,블 992개,블 995개,블 991개,블 979개,블 975개,블 974개,블 973개,블 967개,블 965개,블 951개,블 948개,블 946개,블 942개,,,,,,,,,,,,,,,,,,,,
,,,,,,,방 410개,방 387개,방 381개,방 362개,방 359개,방 359개,방 352개,방 349개,방 347개,방 345개,방 345개,방 344개,방 344개,방 343개,방 337개,방 336개,방 335개,방 334개,방 332개,방 331개,방 331개,방 327개,방 327개,방 325개,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N사_플레이스 저장 체크,그룹,검색어,매칭값,플레이스명,메모,등록일,09-09,09-05,09-02,08-29,08-26,08-22,08-19,08-15,08-12,08-08,08-05,08-01,07-29,07-25,07-22,07-18,07-15,07-08,07-01,06-24,06-17,06-10,06-03,05-27,,,,,,,,,,,,,,,,,,,,
-----,기본,용산역맛집,https://m.place.naver.com/restaurant/1251219813/home?entry=pll,알랭들롱,,2024-05-27 16:47:03,"25,000+","25,000+","25,000+","25,000+","24,000+","23,000+","23,000+","21,000+","20,000+","20,000+","19,000+","19,000+","18,000+","18,000+","18,000+","18,000+","18,000+","18,000+","18,000+","17,000+","17,000+","16,000+","15,000+","15,000+",,,,,,,,,,,,,,,,,,,,
,,,,,,,"블 1,926개","블 1,926개","블 1,926개","블 1,926개","블 1,926개","블 1,932개","블 1,932개","블 1,931개","블 1,931개","블 1,933개","블 1,932개","블 1,933개","블 1,932개","블 1,933개","블 1,932개","블 1,932개","블 1,931개","블 1,929개",블 1911개,블 1873개,블 1832개,블 1762개,블 1694개,"블 1,633개",,,,,,,,,,,,,,,,,,,,
,,,,,,,방 118개,방 118개,방 117개,방 117개,방 117개,방 117개,방 117개,방 116개,방 116개,방 116개,방 116개,방 116개,방 116개,방 114개,방 114개,방 114개,방 115개,방 114개,방 112개,방 110개,방 108개,방 110개,방 109개,방 107개,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N사_플레이스 저장 체크,그룹,검색어,매칭값,플레이스명,메모,등록일,09-09,09-05,09-02,08-29,08-26,08-22,08-19,08-15,08-12,08-08,08-05,08-01,07-29,07-25,07-22,07-18,07-15,07-08,07-01,06-24,06-17,06-10,06-03,05-27,,,,,,,,,,,,,,,,,,,,
-----,기본,용산역맛집,https://m.place.naver.com/restaurant/1051249890/home?entry=pll,도야집,,2024-05-27 16:46:48,"52,000+","51,000+","50,000+","50,000+","49,000+","49,000+","48,000+","48,000+","48,000+","48,000+","47,000+","47,000+","47,000+","46,000+","46,000+","46,000+","46,000+","45,000+","44,000+","41,000+","41,000+","41,000+","40,000+","40,000+",,,,,,,,,,,,,,,,,,,,
,,,,,,,"블 1,081개","블 1,079개","블 1,078개","블 1,076개","블 1,077개","블 1,076개","블 1,076개","블 1,075개","블 1,072개","블 1,071개","블 1,067개","블 1,067개","블 1,067개","블 1,064개","블 1,063개","블 1,061개","블 1,060개","블 1,054개",블 1021개,블 1002개,블 981개,블 961개,블 959개,블 955개,,,,,,,,,,,,,,,,,,,,
,,,,,,,"방 2,190개","방 2,154개","방 2,137개","방 2,104개","방 2,093개","방 2,054개","방 2,043개","방 2,003개","방 1,985개","방 1,952개","방 1,940개","방 1,917개","방 1,901개","방 1,866개","방 1,860개","방 1,824개","방 1,814개","방 1,749개",방 1702개,방 1650개,방 1599개,방 1560개,방 1498개,"방 1,430개",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N사_플레이스 저장 체크,그룹,검색어,매칭값,플레이스명,메모,등록일,09-09,09-05,09-02,08-29,08-26,08-22,08-19,08-15,08-12,08-08,08-05,08-01,07-29,07-25,07-22,07-18,07-15,07-08,07-01,06-24,06-17,06-10,06-03,05-27,,,,,,,,,,,,,,,,,,,,
-----,기본,용산역맛집,https://m.place.naver.com/restaurant/1178829266/home?entry=pll,쏭타이치앙마이 신용산본점,,2024-05-27 16:46:37,"48,000+","48,000+","48,000+","48,000+","47,000+","47,000+","47,000+","47,000+","47,000+","47,000+","47,000+","47,000+","46,000+","46,000+","46,000+","46,000+","46,000+","46,000+","46,000+","45,000+","45,000+","45,000+","44,000+","44,000+",,,,,,,,,,,,,,,,,,,,
,,,,,,,"블 1,733개","블 1,728개","블 1,723개","블 1,716개","블 1,715개","블 1,709개","블 1,704개","블 1,701개","블 1,696개","블 1,694개","블 1,692개","블 1,685개","블 1,682개","블 1,677개","블 1,674개","블 1,672개","블 1,669개","블 1,658개",블 1646개,블 1638개,블 1625개,블 1614개,블 1613개,"블 1,603개",,,,,,,,,,,,,,,,,,,,
,,,,,,,"방 2,667개","방 2,667개","방 2,667개","방 2,666개","방 2,666개","방 2,663개","방 2,661개","방 2,655개","방 2,654개","방 2,654개","방 2,653개","방 2,651개","방 2,648개","방 2,645개","방 2,644개","방 2,643개","방 2,642개","방 2,640개",방 2637개,방 2634개,방 2627개,방 2624개,방 2622개,"방 2,617개",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N사_플레이스 저장 체크,그룹,검색어,매칭값,플레이스명,메모,등록일,09-09,09-05,09-02,08-29,08-26,08-22,08-19,08-15,08-12,08-08,08-05,08-01,07-29,07-25,07-22,07-18,07-15,07-08,07-01,06-24,06-17,06-10,06-03,05-27,,,,,,,,,,,,,,,,,,,,
-----,기본,용산역맛집,https://m.place.naver.com/restaurant/1810277002/home?entry=pll,몽탄,,2024-05-27 16:46:25,"327,000+","326,000+","326,000+","325,000+","324,000+","324,000+","323,000+","321,000+","320,000+","320,000+","319,000+","318,000+","318,000+","317,000+","316,000+","315,000+","315,000+","312,000+","311,000+","309,000+","309,000+","308,000+","306,000+","305,000+",,,,,,,,,,,,,,,,,,,,
,,,,,,,"블 8,563개","블 8,549개","블 8,537개","블 8,528개","블 8,516개","블 8,501개","블 8,484개","블 8,474개","블 8,462개","블 8,445개","블 8,431개","블 8,413개","블 8,399개","블 8,380개","블 8,364개","블 8,340개","블 8,327개","블 8,291개",블 8262개,"블 8,231개","블 8,199개","블 8,176개","블 8,138개","블 8,125개",,,,,,,,,,,,,,,,,,,,
,,,,,,,"방 5,607개","방 5,601개","방 5,600개","방 5,599개","방 5,586개","방 5,582개","방 5,580개","방 5,568개","방 5,562개","방 5,558개","방 5,559개","방 5,552개","방 5,553개","방 5,546개","방 5,542개","방 5,539개","방 5,535개","방 5,535개",방 5527개,"방 5,522개","방 5,509개","방 5,503개","방 5,501개","방 5,493개",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N사_플레이스 저장 체크,그룹,검색어,매칭값,플레이스명,메모,등록일,09-09,09-05,09-02,08-29,08-26,08-22,08-19,08-15,08-12,08-08,08-05,08-01,07-29,07-25,07-22,07-18,07-15,07-08,07-01,06-24,06-17,06-10,06-03,05-27,,,,,,,,,,,,,,,,,,,,
